replicas_count,current_cpu_utilz,hpa_target
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,5,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
1,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
4,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
8,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1280,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,1245,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,676,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
10,590,50
