mem,cpu
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23916,0.000118619
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
23920,0.023864545
