pod1_mem,pod1_cpu,pod2_mem,pod2_cpu
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
22268,0.004369588,21432,0.004239162
