avg,max
0.00912165641784668,0.00912165641784668
0.006413459777832031,0.006413459777832031
0.0061168670654296875,0.0061168670654296875
0.006076812744140625,0.006076812744140625
0.005926370620727539,0.005926370620727539
0.00606536865234375,0.00606536865234375
0.0060710906982421875,0.0060710906982421875
0.0060956478118896484,0.0060956478118896484
0.006438016891479492,0.006438016891479492
0.006188869476318359,0.006188869476318359
0.006002187728881836,0.006002187728881836
0.0067136287689208984,0.0067136287689208984
0.005975008010864258,0.005975008010864258
0.006030082702636719,0.006030082702636719
0.006464719772338867,0.006464719772338867
0.006050825119018555,0.006050825119018555
0.00577855110168457,0.00577855110168457
0.006130218505859375,0.006130218505859375
0.006150960922241211,0.006150960922241211
0.005822420120239258,0.005822420120239258
0.00593113899230957,0.00593113899230957
0.006197690963745117,0.006197690963745117
0.0059070587158203125,0.0059070587158203125
0.006086111068725586,0.006086111068725586
0.007067441940307617,0.007067441940307617
0.005938291549682617,0.005938291549682617
0.0058939456939697266,0.0058939456939697266
0.0069408416748046875,0.0069408416748046875
0.006505012512207031,0.006505012512207031
0.006482124328613281,0.006482124328613281
0.0058133602142333984,0.0058133602142333984
0.00661921501159668,0.00661921501159668
0.006357431411743164,0.006357431411743164
0.00670170783996582,0.00670170783996582
0.006662607192993164,0.006662607192993164
0.0065534114837646484,0.0065534114837646484
0.006483316421508789,0.006483316421508789
0.006302356719970703,0.006302356719970703
0.005919456481933594,0.005919456481933594
0.006053447723388672,0.006053447723388672
0.0061304569244384766,0.0061304569244384766
0.005980730056762695,0.005980730056762695
0.005872488021850586,0.005872488021850586
0.0058634281158447266,0.0058634281158447266
0.006593942642211914,0.006593942642211914
0.006870269775390625,0.006870269775390625
0.005925178527832031,0.005925178527832031
0.0068018436431884766,0.0068018436431884766
0.006445884704589844,0.006445884704589844
0.006237030029296875,0.006237030029296875
0.005879640579223633,0.005879640579223633
0.006740093231201172,0.006740093231201172
0.00626063346862793,0.00626063346862793
0.006114959716796875,0.006114959716796875
0.005957126617431641,0.005957126617431641
0.006483554840087891,0.006483554840087891
0.005982875823974609,0.005982875823974609
0.006247043609619141,0.006247043609619141
0.0067408084869384766,0.0067408084869384766
0.005894899368286133,0.005894899368286133
0.006105661392211914,0.006105661392211914
0.0062143802642822266,0.0062143802642822266
0.005789279937744141,0.005789279937744141
0.00609588623046875,0.00609588623046875
0.006482839584350586,0.006482839584350586
0.006004810333251953,0.006004810333251953
0.006182193756103516,0.006182193756103516
0.005901813507080078,0.005901813507080078
0.005804538726806641,0.005804538726806641
0.006608724594116211,0.006608724594116211
0.006052255630493164,0.006052255630493164
0.00665593147277832,0.00665593147277832
0.0058040618896484375,0.0058040618896484375
0.006131172180175781,0.006131172180175781
0.006014823913574219,0.006014823913574219
0.005925416946411133,0.005925416946411133
0.0060846805572509766,0.0060846805572509766
0.006264448165893555,0.006264448165893555
0.005949735641479492,0.005949735641479492
0.0061113834381103516,0.0061113834381103516
0.006013154983520508,0.006013154983520508
0.005975961685180664,0.005975961685180664
0.006023406982421875,0.006023406982421875
0.006084918975830078,0.006084918975830078
0.006307363510131836,0.006307363510131836
0.006285190582275391,0.006285190582275391
0.0065195560455322266,0.0065195560455322266
0.0059223175048828125,0.0059223175048828125
0.005778312683105469,0.005778312683105469
0.006299734115600586,0.006299734115600586
0.006021022796630859,0.006021022796630859
0.005910158157348633,0.005910158157348633
0.006600379943847656,0.006600379943847656
0.006338596343994141,0.006338596343994141
0.0066738128662109375,0.0066738128662109375
0.005922555923461914,0.005922555923461914
0.007439374923706055,0.007439374923706055
0.00593876838684082,0.00593876838684082
0.0064029693603515625,0.0064029693603515625
0.00631403923034668,0.00631403923034668
0.005825519561767578,0.005825519561767578
0.006323099136352539,0.006323099136352539
0.005994081497192383,0.005994081497192383
0.006491899490356445,0.006491899490356445
0.006601095199584961,0.006601095199584961
0.0064084529876708984,0.0064084529876708984
0.006310462951660156,0.006310462951660156
0.00628972053527832,0.00628972053527832
0.008500337600708008,0.008500337600708008
0.00653529167175293,0.00653529167175293
0.006664752960205078,0.006664752960205078
0.006453037261962891,0.006453037261962891
0.00643467903137207,0.00643467903137207
0.005786895751953125,0.005786895751953125
0.006422519683837891,0.006422519683837891
0.006504058837890625,0.006504058837890625
0.00748443603515625,0.00748443603515625
0.006264209747314453,0.006264209747314453
0.006388187408447266,0.006388187408447266
0.006444692611694336,0.006444692611694336
0.006354808807373047,0.006354808807373047
0.006235361099243164,0.006235361099243164
0.006033658981323242,0.006033658981323242
0.006070375442504883,0.006070375442504883
0.006045818328857422,0.006045818328857422
0.005994081497192383,0.005994081497192383
0.005812644958496094,0.005812644958496094
0.006246089935302734,0.006246089935302734
0.005894660949707031,0.005894660949707031
0.006537199020385742,0.006537199020385742
0.005980730056762695,0.005980730056762695
0.006448984146118164,0.006448984146118164
0.006086826324462891,0.006086826324462891
0.0064239501953125,0.0064239501953125
0.016774654388427734,0.016774654388427734
0.006352901458740234,0.006352901458740234
0.0067615509033203125,0.0067615509033203125
0.005818367004394531,0.005818367004394531
0.006610870361328125,0.006610870361328125
0.006342172622680664,0.006342172622680664
0.005800008773803711,0.005800008773803711
0.0066375732421875,0.0066375732421875
0.006683826446533203,0.006683826446533203
0.006495952606201172,0.006495952606201172
0.00716710090637207,0.00716710090637207
0.006613731384277344,0.006613731384277344
0.006350994110107422,0.006350994110107422
0.005789995193481445,0.005789995193481445
0.0067560672760009766,0.0067560672760009766
0.00595855712890625,0.00595855712890625
0.0059812068939208984,0.0059812068939208984
0.005939006805419922,0.005939006805419922
0.006034135818481445,0.006034135818481445
0.0060346126556396484,0.0060346126556396484
0.006090641021728516,0.006090641021728516
0.0060384273529052734,0.0060384273529052734
0.006106376647949219,0.006106376647949219
0.006579160690307617,0.006579160690307617
0.006854057312011719,0.006854057312011719
0.0065686702728271484,0.0065686702728271484
0.006841897964477539,0.006841897964477539
0.00600123405456543,0.00600123405456543
0.005890607833862305,0.005890607833862305
0.005793571472167969,0.005793571472167969
0.00658869743347168,0.00658869743347168
0.0059816837310791016,0.0059816837310791016
0.006067514419555664,0.006067514419555664
0.005972146987915039,0.005972146987915039
0.00597691535949707,0.00597691535949707
0.0067653656005859375,0.0067653656005859375
0.0066623687744140625,0.0066623687744140625
0.006918430328369141,0.006918430328369141
0.005995273590087891,0.005995273590087891
0.006310224533081055,0.006310224533081055
0.0060253143310546875,0.0060253143310546875
0.00617218017578125,0.00617218017578125
0.005789279937744141,0.005789279937744141
0.006224870681762695,0.006224870681762695
0.005782127380371094,0.005782127380371094
0.005956172943115234,0.005956172943115234
0.005929231643676758,0.005929231643676758
0.005972623825073242,0.005972623825073242
0.0058746337890625,0.0058746337890625
0.0061187744140625,0.0061187744140625
0.006487846374511719,0.006487846374511719
0.005826711654663086,0.005826711654663086
0.005834341049194336,0.005834341049194336
0.006572246551513672,0.006572246551513672
0.0062825679779052734,0.0062825679779052734
0.006493091583251953,0.006493091583251953
0.006063222885131836,0.006063222885131836
0.0058879852294921875,0.0058879852294921875
