avg,max
0.0064661502838134766,0.0064661502838134766
0.007040500640869141,0.007040500640869141
0.0067594051361083984,0.0067594051361083984
0.0063474178314208984,0.0063474178314208984
0.0077533721923828125,0.0077533721923828125
0.006443977355957031,0.006443977355957031
0.0062007904052734375,0.0062007904052734375
0.006247282028198242,0.006247282028198242
0.0069162845611572266,0.0069162845611572266
0.007273435592651367,0.007273435592651367
0.006211996078491211,0.006211996078491211
0.006762981414794922,0.006762981414794922
0.006060600280761719,0.006060600280761719
0.006042003631591797,0.006042003631591797
0.0060961246490478516,0.0060961246490478516
0.006731748580932617,0.006731748580932617
0.006036281585693359,0.006036281585693359
0.006055593490600586,0.006055593490600586
0.006277322769165039,0.006277322769165039
0.00637364387512207,0.00637364387512207
0.006871700286865234,0.006871700286865234
0.006103515625,0.006103515625
0.007979631423950195,0.007979631423950195
0.008539676666259766,0.008539676666259766
0.006158590316772461,0.006158590316772461
0.006321907043457031,0.006321907043457031
0.0059926509857177734,0.0059926509857177734
0.00623631477355957,0.00623631477355957
0.006316661834716797,0.006316661834716797
0.006064176559448242,0.006064176559448242
0.006958484649658203,0.006958484649658203
0.00641632080078125,0.00641632080078125
0.0077593326568603516,0.0077593326568603516
0.006786823272705078,0.006786823272705078
0.0067212581634521484,0.0067212581634521484
0.006223440170288086,0.006223440170288086
0.00632786750793457,0.00632786750793457
0.006098270416259766,0.006098270416259766
0.006179332733154297,0.006179332733154297
0.00628662109375,0.00628662109375
0.006001710891723633,0.006001710891723633
0.006224870681762695,0.006224870681762695
0.0059506893157958984,0.0059506893157958984
0.006181478500366211,0.006181478500366211
0.0066738128662109375,0.0066738128662109375
0.006738185882568359,0.006738185882568359
0.006588935852050781,0.006588935852050781
0.006962776184082031,0.006962776184082031
0.006140470504760742,0.006140470504760742
0.006071805953979492,0.006071805953979492
0.006153106689453125,0.006153106689453125
0.007596731185913086,0.007596731185913086
0.006758213043212891,0.006758213043212891
0.006480693817138672,0.006480693817138672
0.006649017333984375,0.006649017333984375
0.006331443786621094,0.006331443786621094
0.006924152374267578,0.006924152374267578
0.006886720657348633,0.006886720657348633
0.0062792301177978516,0.0062792301177978516
0.006330728530883789,0.006330728530883789
0.006366729736328125,0.006366729736328125
0.006282806396484375,0.006282806396484375
0.00603938102722168,0.00603938102722168
0.006033182144165039,0.006033182144165039
0.00739288330078125,0.00739288330078125
0.00698399543762207,0.00698399543762207
0.006004810333251953,0.006004810333251953
0.006108522415161133,0.006108522415161133
0.006015300750732422,0.006015300750732422
0.0074536800384521484,0.0074536800384521484
0.006291627883911133,0.006291627883911133
0.006026029586791992,0.006026029586791992
0.005992412567138672,0.005992412567138672
0.006577014923095703,0.006577014923095703
0.006613492965698242,0.006613492965698242
0.006550312042236328,0.006550312042236328
0.006429433822631836,0.006429433822631836
0.006088972091674805,0.006088972091674805
0.006212949752807617,0.006212949752807617
0.006119489669799805,0.006119489669799805
0.0069506168365478516,0.0069506168365478516
0.006562709808349609,0.006562709808349609
0.006995201110839844,0.006995201110839844
0.007047176361083984,0.007047176361083984
0.0060787200927734375,0.0060787200927734375
0.00606989860534668,0.00606989860534668
0.0066454410552978516,0.0066454410552978516
0.006524085998535156,0.006524085998535156
0.007266521453857422,0.007266521453857422
0.006745100021362305,0.006745100021362305
0.006562709808349609,0.006562709808349609
0.006841182708740234,0.006841182708740234
0.00677180290222168,0.00677180290222168
0.006736278533935547,0.006736278533935547
0.00707244873046875,0.00707244873046875
0.0068209171295166016,0.0068209171295166016
0.006130695343017578,0.006130695343017578
0.0060634613037109375,0.0060634613037109375
0.006692647933959961,0.006692647933959961
0.006148099899291992,0.006148099899291992
0.00650334358215332,0.00650334358215332
0.006273031234741211,0.006273031234741211
0.006312131881713867,0.006312131881713867
0.006112337112426758,0.006112337112426758
0.006339550018310547,0.006339550018310547
0.006161212921142578,0.006161212921142578
0.006215333938598633,0.006215333938598633
