mem,cpu
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,5.365e-05
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
23840,0.011312726
