pod1_mem,pod1_cpu,pod2_mem,pod2_cpu
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21184,5.9235e-05,21180,4.8854e-05
21256,0.004076151,21252,0.003644761
21256,0.004076151,21252,0.003644761
